id,date,error,region,calcurve,Period,Site,Feature
hn66,2530,50,Honam,intcal13,Mumun,Jangseong Hwangyo 1,A-Mumun 1
hn67,2460,60,Honam,intcal13,Mumun,Jangseong Hwangyo 1,A-Mumun 2
hn68,2540,60,Honam,intcal13,Mumun,Jangseong Hwangyo 1,A-Mumun 4
hn215,2640,40,Honam,intcal13,Mumun,Jangsung Wolsanri,Mumun 1
hn216,2948,32,Honam,intcal13,Mumun,Jangsung Wolsanri,Mumun 2
cc486,2810,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 1-1,Mumun 1
cc485,2730,50,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 1-1,Mumun 3
cc487,2730,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 1-1,Mumun 4
cc488,2660,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 1-2,Mumun 3
cc489,2640,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 1-2,Mumun 4-4
cc490,2830,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-1,Mumun 1-1
cc491,2800,50,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-1,Mumun 2-2
cc492,2660,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-1,Mumun 4-4
cc493,2850,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-1,Mumun 5-5
cc494,2840,40,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-1,Mumun 6-6
cc495,2570,50,Chungcheong,intcal13,Mumun,Jangtaesan Earthen Wall zone 2-2,Mumun 1-1
cc230,2810,70,Chungcheong,intcal13,Mumun,Jecheon Neunggangri Dolmen,1
cc232,2822,48,Chungcheong,intcal13,Mumun,Jecheon Neunggangri Dolmen,3
neo155,3670,50,Chungcheong,intcal13,Chulmun,Jecheon Sinwoljigu,Zone III pit house
hn205,2697,29,Honam,intcal13,Mumun,Jeongeup Jangsudong,Mumun 1
hn206,2660,36,Honam,intcal13,Mumun,Jeongeup Jangsudong,Mumun 5
hn91,2470,40,Honam,intcal13,Mumun,Jeongeup Oejang,1
hn92,2590,29,Honam,intcal13,Mumun,Jeongeup Oejang,2
hn148,2574,49,Honam,intcal13,Mumun,Jeongeup Sangpyungdong,1
hn145,2292,36,Honam,intcal13,Mumun,Jeongeup Sangpyungdong,2
hn146,2570,60,Honam,intcal13,Mumun,Jeongeup Sangpyungdong,2
hn147,2650,50,Honam,intcal13,Mumun,Jeongeup Sangpyungdong,4
gw82,3010,60,Gangwon,intcal13,Mumun,Jeongseon Auraji,1
gw83,2719,39,Gangwon,intcal13,Mumun,Jeongseon Auraji,3
hn151,2550,60,Honam,intcal13,Mumun,Jeonju Cheokdong,II-1
hn154,2350,50,Honam,intcal13,Mumun,Jeonju Daejeong,1
hn71,2740,60,Honam,intcal13,Mumun,Jeonju Jangdong 3,I-36
hn107,2500,50,Honam,intcal13,Mumun,Jeonju Majeon zone 3,3-1 Mumun 1
hn108,2550,80,Honam,intcal13,Mumun,Jeonju Majeon zone 3,3-1 Mumun 3
hn109,2470,50,Honam,intcal13,Mumun,Jeonju Majeon zone 3,3-1 Mumun 4
hn80,2430,50,Honam,intcal13,Mumun,Jeonju Osongri,2
hn81,2480,50,Honam,intcal13,Mumun,Jeonju Osongri,3
hn82,2310,60,Honam,intcal13,Mumun,Jeonju Osongri,4
hn72,2320,80,Honam,intcal13,Mumun,Jeonju Songcheondong,Mumun pit house
hn102,2770,40,Honam,intcal13,Mumun,Jeonju Songcheondong 2-ga,3
hn103,2543,36,Honam,intcal13,Mumun,Jeonju Songcheondong 2-ga,7
hn104,2395,43,Honam,intcal13,Mumun,Jeonju Songcheondong 2-ga,9
hn105,2408,34,Honam,intcal13,Mumun,Jeonju Songcheondong 2-ga,10
hn106,2490,50,Honam,intcal13,Mumun,Jeonju Songcheondong 2-ga,11
cc212,2930,30,Chungcheong,intcal13,Mumun,Jeungpyung Seokgokri,I-1
cc213,2870,30,Chungcheong,intcal13,Mumun,Jeungpyung Seokgokri,I-2
neo149,4390,30,Chungcheong,intcal13,Chulmun,Jeungpyung Seokgokri,I-3
cc214,2440,30,Chungcheong,intcal13,Mumun,Jeungpyung Seokgokri,II-1
cc215,2450,30,Chungcheong,intcal13,Mumun,Jeungpyung Seokgokri,II-3
hn198,3700,100,Honam,intcal13,Mumun,Jinan Jingeuneul,5
cc185,2570,80,Chungcheong,intcal13,Mumun,Jincheon Naechonri Dangol,1
cc186,2570,50,Chungcheong,intcal13,Mumun,Jincheon Naechonri Dangol,2
cc216,2920,80,Chungcheong,intcal13,Mumun,Jincheon Sinwolri,Mumun 1
yn436,2490,50,Yeongnam,intcal13,Mumun,Jinju Hotandong,1
yn182,3050,50,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,2
neo133,3940,40,Yeongnam,intcal13,Chulmun,Jinju Pyunggeo dictrict 3-1,3
yn177,3020,50,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,4
yn178,2940,18,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,5
yn179,2940,18,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,11
yn180,2989,13,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,12
yn181,3015,30,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 3-1,23
neo129,4450,50,Yeongnam,intcal13,Chulmun,Jinju Pyunggeo dictrict 4-1,1
yn183,2910,50,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 4-1,5
yn184,2900,50,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 4-1,5
yn185,3021,36,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 4-2,7
yn186,3120,50,Yeongnam,intcal13,Mumun,Jinju Pyunggeo dictrict 4-2,13
yn591,3010,50,Yeongnam,intcal13,Mumun,Jinju Sangchonri dolmen no 3~8 and prehistoric site,10
yn590,3030,50,Yeongnam,intcal13,Mumun,Jinju Sangchonri dolmen no 3~8 and prehistoric site,2
cc5,2510,90,Chungcheong,intcal13,Mumun,Jugyori,KC-001
cc6,2620,40,Chungcheong,intcal13,Mumun,Jugyori,KC-008
cc7,2770,40,Chungcheong,intcal13,Mumun,Jugyori,KC-011
cc8,2850,80,Chungcheong,intcal13,Mumun,Jugyori,KC-013
cc9,2840,40,Chungcheong,intcal13,Mumun,Jugyori,KC-018
cc15,2560,40,Chungcheong,intcal13,Mumun,Majeonri C,KC-001
hn69,2406,36,Honam,intcal13,Mumun,"Muan Dugok, Dunjeon",Dunjeon II Mumun 1
hn70,2490,50,Honam,intcal13,Mumun,"Muan Dugok, Dunjeon",Dunjeon II Mumun 4
hn142,2490,50,Honam,intcal13,Mumun,Muan Pyungsanri Pyungrim,no 1
hn143,2460,50,Honam,intcal13,Mumun,Muan Pyungsanri Pyungrim,no 2
hn144,2620,50,Honam,intcal13,Mumun,Muan Pyungsanri Pyungrim,no 3
hn149,2530,50,Honam,intcal13,Mumun,Muan Tongjung,no 1
hn208,2550,50,Honam,intcal13,Mumun,Muan Yeonri,Mumun 1
hn207,2440,50,Honam,intcal13,Mumun,Muan Yeonri,Mumun 3
neo127,3390,100,Gyeonggi,intcal13,Chulmun,Munsan Dangdongri,I-Chulmun
gg91,2760,50,Gyeonggi,intcal13,Mumun,Munsan Dangdongri,IV-Mumun 11
gg92,2510,60,Gyeonggi,intcal13,Mumun,Munsan Dangdongri,IV-Mumun 12
gg90,2670,36,Gyeonggi,intcal13,Mumun,Munsan Dangdongri,IV-Mumun 2
gg93,2550,50,Gyeonggi,intcal13,Mumun,Munsan Dangdongri,IV-Mumun 25
gg94,2670,50,Gyeonggi,intcal13,Mumun,Munsan Dangdongri,IV-Mumun 41
neo119,3910,50,Gyeonggi,intcal13,Chulmun,Munsan Dangdongri,VII-Chulmun 1
neo115,3960,60,Gyeonggi,intcal13,Chulmun,Munsan Dangdongri,VII-Chulmun 2
neo122,3730,60,Gyeonggi,intcal13,Chulmun,Munsan Dangdongri,VII-Chulmun 3
hn26,2740,50,Honam,intcal13,Mumun,Naju Domindong,Mumun 11
hn27,3150,50,Honam,intcal13,Mumun,Naju Domindong,Mumun 21
hn25,2510,50,Honam,intcal13,Mumun,Naju Domindong,Mumun 4
hn204,2923,27,Honam,intcal13,Mumun,Naju Donggokri Hoingsan,no 1
hn83,3014,29,Honam,intcal13,Mumun,Naju Iam,no 1
hn130,2860,50,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 1
hn131,2590,50,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 2
hn132,2680,40,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 3
hn133,2676,32,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 4
hn135,2880,50,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 6
hn134,2680,50,Honam,intcal13,Mumun,Naju Ibamdong Ibam,no 7
hn57,2710,50,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 11
hn56,2700,50,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 14
hn59,2790,50,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 26
hn60,2785,36,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 28
hn55,2630,60,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 3
hn61,2820,50,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 30
hn58,2740,50,Honam,intcal13,Mumun,Naju Jangdongri,Mumun 42
hn84,2741,29,Honam,intcal13,Mumun,Naju Maesungri,I-1
hn85,2328,31,Honam,intcal13,Mumun,Naju Maesungri,III-1
hn48,2580,50,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 18
hn46,2410,40,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 2
hn49,2470,50,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 31
hn50,2560,50,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 33
hn51,2550,50,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 41
hn47,2420,40,Honam,intcal13,Mumun,Naju Ungokdong 2,II-Mumun 6
hn43,2450,60,Honam,intcal13,Mumun,Naju Ungokdong 2,I-Mumun 2
hn44,2380,60,Honam,intcal13,Mumun,Naju Ungokdong 2,I-Mumun 4
hn45,2550,60,Honam,intcal13,Mumun,Naju Ungokdong 2,I-Mumun 5
hn54,2300,50,Honam,intcal13,Mumun,Naju Ungokdong 4,III-Mumun 3
hn52,2300,60,Honam,intcal13,Mumun,Naju Ungokdong 4,I-Mumun 11
hn53,2130,60,Honam,intcal13,Mumun,Naju Ungokdong 4,I-Mumun 18
hn98,2450,50,Honam,intcal13,Mumun,Naju Yungcheon,no 6
neo113,4000,50,Gyeonggi,intcal13,Chulmun,Namyangju Byeolnae 5,I-1-1-1
neo108,4040,50,Gyeonggi,intcal13,Chulmun,Namyangju Byeolnae 5,I-1-1-2
neo116,3940,50,Gyeonggi,intcal13,Chulmun,Namyangju Byeolnae 5,I-1-2
neo107,4080,50,Gyeonggi,intcal13,Chulmun,Namyangju Byeolnae 5,I-1-3
neo109,4030,50,Gyeonggi,intcal13,Chulmun,Namyangju Byeolnae 5,III-1
neo117,3930,60,Gyeonggi,intcal13,Chulmun,Namyangju Hopyungdong Jisaeul,no 1
neo120,3860,50,Gyeonggi,intcal13,Chulmun,Namyangju Hopyungdong Jisaeul,no 2
neo111,4027,35,Gyeonggi,intcal13,Chulmun,Namyangju Hopyungdong Jisaeul,no 3
gg86,2874,39,Gyeonggi,intcal13,Mumun,Namyangju Hopyungdong Jisaeul,no 4
cc415,3060,60,Chungcheong,intcal13,Mumun,Nonsan Naedong,4-KC-003
cc416,2810,50,Chungcheong,intcal13,Mumun,Nonsan Naedong,4-KC-004
cc520,2930,50,Chungcheong,intcal13,Mumun,Ochang Haksori,site 1 no 1
cc61,3000,50,Chungcheong,intcal13,Mumun,Ochang Haksori,site 1 no 2
cc62,2910,60,Chungcheong,intcal13,Mumun,Ochang Haksori,site 1 no 3
cc64,3010,60,Chungcheong,intcal13,Mumun,Ochang Haksori,site 2 no 1
cc63,2900,60,Chungcheong,intcal13,Mumun,Ochang Haksori,site 2 no 2
cc67,2543,46,Chungcheong,intcal13,Mumun,Ochang Jangdaeri,no 14
cc68,2447,46,Chungcheong,intcal13,Mumun,Ochang Jangdaeri,no 16
cc69,2512,46,Chungcheong,intcal13,Mumun,Ochang Jangdaeri,no 17
cc65,2483,39,Chungcheong,intcal13,Mumun,Ochang Jangdaeri,no 2
cc66,2568,39,Chungcheong,intcal13,Mumun,Ochang Jangdaeri,no 3
neo043,4790,80,Gyeonggi,intcal13,Chulmun,Oido Gaundesalmak shell midden,no 1
neo144,4467,29,Chungcheong,intcal13,Chulmun,Okcheon Daecheonri,pit house
gg154,2600,40,Gyeonggi,intcal13,Mumun,Osan Cheonghakdong,Zone 6-1 no 2
gg155,2570,40,Gyeonggi,intcal13,Mumun,Osan Cheonghakdong,Zone 6-1 no 5
gg156,2620,40,Gyeonggi,intcal13,Mumun,Osan Cheonghakdong,Zone 6-1 no 6
neo015,4360,50,Gangwon,intcal13,Chulmun,Osanri 5,Zone B pit house
cc176,2500,26,Chungcheong,intcal13,Mumun,Oseokri,95 pit house 4
cc517,2450,22,Chungcheong,intcal13,Mumun,Osong Unified Silla Settlement,Mumun pit house
gg201,2700,50,Gyeonggi,intcal13,Mumun,Paju Danghari,no 1
gg202,2430,50,Gyeonggi,intcal13,Mumun,Paju Danghari,no 2
yn68,2410,50,Yeongnam,intcal13,Mumun,Pohang Chogokri,no 1
yn69,2620,36,Yeongnam,intcal13,Mumun,Pohang Chogokri,no 5
yn70,3060,40,Yeongnam,intcal13,Mumun,Pohang Chogokri,no 6
yn77,2590,50,Yeongnam,intcal13,Mumun,Pohang Daebori,1
yn510,2520,60,Yeongnam,intcal13,Mumun,Pohang Daegokri,Gibuk pit house 2
yn511,2490,60,Yeongnam,intcal13,Mumun,Pohang Daegokri,Gibuk pit house 3
yn319,2720,50,Yeongnam,intcal13,Mumun,Pohang Daeryunri,6
yn320,2660,60,Yeongnam,intcal13,Mumun,Pohang Daeryunri,10
yn321,2660,60,Yeongnam,intcal13,Mumun,Pohang Daeryunri,13
yn322,2670,60,Yeongnam,intcal13,Mumun,Pohang Daeryunri,19
yn323,2870,50,Yeongnam,intcal13,Mumun,Pohang Daeryunri,22
yn316,2850,60,Yeongnam,intcal13,Mumun,Pohang Daeryunri,I-4
yn317,2830,50,Yeongnam,intcal13,Mumun,Pohang Daeryunri,I-5
yn318,2580,50,Yeongnam,intcal13,Mumun,Pohang Daeryunri,I-6
yn72,2580,40,Yeongnam,intcal13,Mumun,Pohang Daeryunri,no 10
yn73,2960,40,Yeongnam,intcal13,Mumun,Pohang Daeryunri,no 11
yn71,2650,40,Yeongnam,intcal13,Mumun,Pohang Daeryunri,no 4-2
yn315,2630,50,Yeongnam,intcal13,Mumun,Pohang Daeryunri(Hakdanggol),I-6
yn78,2980,50,Yeongnam,intcal13,Mumun,Pohang Gangsari 2,no 1
yn79,2660,60,Yeongnam,intcal13,Mumun,Pohang Gangsari 2,no 3
yn80,2680,50,Yeongnam,intcal13,Mumun,Pohang Gangsari 2,no 4
yn76,2970,60,Yeongnam,intcal13,Mumun,Pohang Gumanri,no 10
yn74,2760,50,Yeongnam,intcal13,Mumun,Pohang Gumanri,no 5
yn75,2640,50,Yeongnam,intcal13,Mumun,Pohang Gumanri,no 6
yn324,2930,50,Yeongnam,intcal13,Mumun,Pohang Iinri,2
yn325,2920,40,Yeongnam,intcal13,Mumun,Pohang Iinri,8
yn484,2860,50,Yeongnam,intcal13,Mumun,Pohang Iinri 2,I-4
yn483,2800,36,Yeongnam,intcal13,Mumun,Pohang Iinri 2,I-5
yn482,2640,50,Yeongnam,intcal13,Mumun,Pohang Iinri 2,I-6
yn481,2600,50,Yeongnam,intcal13,Mumun,Pohang Iinri 2,II-7
yn480,2500,50,Yeongnam,intcal13,Mumun,Pohang Iinri 2,II-8
yn479,2820,50,Yeongnam,intcal13,Mumun,Pohang Iinri 2,IV-13
yn356,2518,32,Yeongnam,intcal13,Mumun,Pohang Jigokdong,Na-1
yn357,2440,36,Yeongnam,intcal13,Mumun,Pohang Jigokdong,Na-2
yn426,2840,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 1,Mumun 12
yn422,2560,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 1,Mumun 16
yn424,2640,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 1,Mumun 34
yn425,2800,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 1,Mumun 36
yn423,2610,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 1,Mumun 9
yn427,2500,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 2-3,Mumun 1
yn429,2890,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 2-3,Mumun 2
yn428,2580,40,Yeongnam,intcal13,Mumun,Pohang Namsongri 2-3,Mumun 3
yn430,2440,60,Yeongnam,intcal13,Mumun,Pohang Samjung1ri 1-2,31
yn431,2690,60,Yeongnam,intcal13,Mumun,Pohang Samjung1ri 1-2,59
yn433,2700,60,Yeongnam,intcal13,Mumun,Pohang Samjung2ri,8
yn432,2690,60,Yeongnam,intcal13,Mumun,Pohang Samjung2ri,9
yn434,2490,40,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-2,I-1
yn435,2940,40,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-2,II-2
yn227,3130,60,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,1
yn228,2880,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,12
yn229,3070,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,17
yn230,2810,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,21
yn231,2640,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,27
yn232,2880,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,33
yn233,2700,60,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,37
yn234,2890,50,Yeongnam,intcal13,Mumun,Pohang Sunggokri 1-4,48
yn556,2878,39,Yeongnam,intcal13,Mumun,Pohang Wolpori,425 A-1
yn557,2956,36,Yeongnam,intcal13,Mumun,Pohang Wolpori,425 A-3
yn451,2950,60,Yeongnam,intcal13,Mumun,Pohang Wondong 2,22
yn449,2850,60,Yeongnam,intcal13,Mumun,Pohang Wondong 2,56
yn450,2870,60,Yeongnam,intcal13,Mumun,Pohang Wondong 2,57
yn448,2710,60,Yeongnam,intcal13,Mumun,Pohang Wondong 2,58
gw159,2750,50,Gangwon,intcal13,Mumun,Pyeongchang Cheondongri Majiri,Majiri 1
gw160,2850,50,Gangwon,intcal13,Mumun,Pyeongchang Cheondongri Majiri,Majiri 2
gw161,2680,50,Gangwon,intcal13,Mumun,Pyeongchang Cheondongri Majiri,Majiri 4
gw162,2620,50,Gangwon,intcal13,Mumun,Pyeongchang Cheondongri Majiri,Majiri 8
gw392,2880,40,Gangwon,intcal13,Mumun,Pyeongchang Hupyeongri,no 3
gw393,2820,40,Gangwon,intcal13,Mumun,Pyeongchang Hupyeongri,no 5
gw394,2820,50,Gangwon,intcal13,Mumun,Pyeongchang Hupyeongri,no 6
gw391,2390,40,Gangwon,intcal13,Mumun,Pyeongchang Hupyeongri,pit house 1-1
gw271,2840,40,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,II-1
gw272,2910,40,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,II-2
gw273,2921,46,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,II-3
gw274,2820,50,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,II-4
gw275,2870,40,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,II-6
gw276,2740,60,Gangwon,intcal13,Mumun,Pyeongchang Jongburi,III-1
gw262,2820,40,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,A-6
gw263,2760,40,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,A-7
gw264,2780,50,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,A-8
gw265,2850,50,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,A-9
gw266,2800,40,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,B-1
gw269,2830,40,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,B-11
gw270,2870,40,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,B-12
gw267,2740,50,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,B-6
gw268,2850,100,Gangwon,intcal13,Mumun,Pyeongchang Yaksuri,B-8
gw158,2460,40,Gangwon,intcal13,Mumun,Pyeongchang Yonghangri,no 1
gw157,2919,21,Gangwon,intcal13,Mumun,Pyeongchang Yonghangri,no 2
gg251,2860,80,Gyeonggi,intcal13,Mumun,Pyungtaek Chilgoidong,no 1
gg252,2430,60,Gyeonggi,intcal13,Mumun,Pyungtaek Chilgoidong,no 3
gg253,2480,60,Gyeonggi,intcal13,Mumun,Pyungtaek Chilgoidong,no 4
gg254,2570,50,Gyeonggi,intcal13,Mumun,Pyungtaek Chilgoidong,no 5
gg250,2560,80,Gyeonggi,intcal13,Mumun,Pyungtaek Jijedong,pit house 2-2
gg215,2810,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Da-4
gg216,2990,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Da-5
gg217,2990,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Da-6
gg218,2930,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Da-7
gg206,2840,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-10
gg207,2550,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-13
gg208,2850,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-14
gg209,2470,60,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-15
gg210,2840,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-16
gg211,2950,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-17
gg212,2840,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-18
gg203,2850,60,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-2
gg213,2750,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-20
gg214,2850,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-28
gg204,2300,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-4
gg205,2930,60,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ga-7
gg221,2900,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ra-10
gg222,3010,60,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ra-20
gg219,2740,50,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ra-4
gg220,2470,80,Gyeonggi,intcal13,Mumun,Pyungtaek Sosadong,Ra-7
gg226,2370,40,Gyeonggi,intcal13,Mumun,Pyungtaek Suwolamri,zone 2 no 10
gg223,2480,40,Gyeonggi,intcal13,Mumun,Pyungtaek Suwolamri,zone 2 no 5
gg224,2420,50,Gyeonggi,intcal13,Mumun,Pyungtaek Suwolamri,zone 2 no 8
gg225,2330,40,Gyeonggi,intcal13,Mumun,Pyungtaek Suwolamri,zone 2 no 9
gg227,2500,40,Gyeonggi,intcal13,Mumun,Pyungtaek Suwolamri,zone 4 no 3
gg256,2937,26,Gyeonggi,intcal13,Mumun,Pyungtaek Tojinri,no 1
gg257,2360,60,Gyeonggi,intcal13,Mumun,Pyungtaek Tojinri,no 2
gg258,2598,38,Gyeonggi,intcal13,Mumun,Pyungtaek Tojinri,no 3
gg255,2510,20,Gyeonggi,intcal13,Mumun,Pyungtaek Tojinri san-29-1,no 8
gg236,2710,70,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 1 no 12
gg233,2860,60,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 1 no 3
gg234,2830,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 1 no 6
gg235,2660,70,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 1 no 8
gg237,2740,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-1 no 6
gg238,2730,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-1 no 7
gg239,2470,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-1 no 9
gg240,2830,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 1
gg245,2480,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 11
gg246,2640,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 14
gg247,2610,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 16
gg241,2540,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 2
gg242,2880,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 3
gg243,2740,60,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 4
gg244,2710,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 2-2 no 9
gg248,2460,50,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori,zone 3 no 2
gg230,2725,20,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori san-41-1,no 1
gg232,2775,20,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori san-41-1,no 10
gg228,2770,20,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori san-41-1,no 13
gg229,2510,20,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori san-41-1,no 4
gg231,2755,20,Gyeonggi,intcal13,Mumun,Pyungtaek Yanggyori san-41-1,no 5
gw335,2630,40,Gangwon,intcal13,Mumun,Samcheok Hosanri,B-1-Mumun 1
yn416,2700,25,Yeongnam,intcal13,Mumun,Sancheong Hachonri district 3,III-12
yn417,2730,20,Yeongnam,intcal13,Mumun,Sancheong Hachonri district 3,III-15
yn419,2835,25,Yeongnam,intcal13,Mumun,Sancheong Hachonri district 3,III-2
yn418,2825,25,Yeongnam,intcal13,Mumun,Sancheong Hachonri district 3,III-4
yn415,2680,25,Yeongnam,intcal13,Mumun,Sancheong Hachonri district 3,III-7
cc48,2474,32,Chungcheong,intcal13,Mumun,Sangdaedong,no 1
cc49,2641,24,Chungcheong,intcal13,Mumun,Sangdaedong,no 5
cc47,2890,40,Chungcheong,intcal13,Mumun,Sangdaedong,no 8
yn67,2920,40,Yeongnam,intcal13,Mumun,Sangju Bokryongdong 256,B4 Grid pit house 1
neo153,4336,28,Chungcheong,intcal13,Chulmun,Sangjungri,Chulmun 1
cc76,2630,40,Chungcheong,intcal13,Mumun,Seocheon Bongsunri,III-2-3
cc77,2720,40,Chungcheong,intcal13,Mumun,Seocheon Bongsunri,III-3-1
cc226,2844,32,Chungcheong,intcal13,Mumun,Seocheon Chudongri,A-1
cc519,2300,60,Chungcheong,intcal13,Mumun,Seocheon Chudongri,A-10
cc227,2800,40,Chungcheong,intcal13,Mumun,Seocheon Chudongri,A-2
cc228,2799,49,Chungcheong,intcal13,Mumun,Seocheon Chudongri,A-4
